Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
RELIANCE,EQ,19-May-23,"2,434.05","2,434.05","2,445.95","2,418.85","2,444.00","2,441.95","2,432.71","37,15,280","9,03,82,04,553.15","1,18,264","13,98,819",37.65
RELIANCE,EQ,22-May-23,"2,441.95","2,435.00","2,466.00","2,432.35","2,454.50","2,455.00","2,455.77","34,31,208","8,42,62,66,009.20","1,22,501","12,02,296",35.04
RELIANCE,EQ,23-May-23,"2,455.00","2,460.65","2,468.00","2,451.45","2,453.00","2,454.55","2,460.13","28,11,473","6,91,65,83,531.40","1,21,065","14,84,525",52.8
RELIANCE,EQ,24-May-23,"2,454.55","2,445.90","2,464.00","2,433.45","2,441.00","2,440.25","2,447.77","37,43,804","9,16,39,84,988.70","1,32,191","18,28,787",48.85
RELIANCE,EQ,25-May-23,"2,440.25","2,433.90","2,449.00","2,416.05","2,444.85","2,439.95","2,430.14","53,01,647","12,88,37,32,875.05","1,36,521","22,32,701",42.11
RELIANCE,EQ,26-May-23,"2,439.95","2,458.00","2,509.00","2,450.75","2,508.80","2,506.50","2,489.54","58,27,017","14,50,66,12,501.75","1,97,182","28,89,346",49.59
RELIANCE,EQ,29-May-23,"2,506.50","2,521.00","2,530.00","2,507.20","2,518.20","2,520.60","2,519.76","46,19,754","11,64,06,58,051.85","1,84,530","25,05,419",54.23
RELIANCE,EQ,30-May-23,"2,520.60","2,520.60","2,537.70","2,514.35","2,520.55","2,519.95","2,524.94","52,34,564","13,21,69,61,279.00","1,73,212","26,45,328",50.54
RELIANCE,EQ,31-May-23,"2,519.95","2,500.00","2,509.85","2,461.00","2,466.95","2,469.90","2,477.34","1,25,10,304","30,99,22,95,693.45","2,89,027","87,30,857",69.79
RELIANCE,EQ,01-Jun-23,"2,469.90","2,480.15","2,484.90","2,458.00","2,467.00","2,463.25","2,472.06","67,34,525","16,64,81,39,919.55","2,16,233","40,83,929",60.64
RELIANCE,EQ,02-Jun-23,"2,463.25","2,471.00","2,482.85","2,451.00","2,455.25","2,455.20","2,459.32","72,91,995","17,93,33,84,336.15","1,60,655","50,68,213",69.5
RELIANCE,EQ,05-Jun-23,"2,455.20","2,467.20","2,483.75","2,458.45","2,479.95","2,477.25","2,470.14","50,34,355","12,43,55,36,493.30","1,61,758","34,13,545",67.81
RELIANCE,EQ,06-Jun-23,"2,477.25","2,483.45","2,487.70","2,462.00","2,483.80","2,479.35","2,473.70","34,58,161","8,55,44,57,378.70","1,67,754","18,30,127",52.92
RELIANCE,EQ,07-Jun-23,"2,479.35","2,487.00","2,500.00","2,472.60","2,498.00","2,498.15","2,487.06","47,59,238","11,83,65,09,766.30","1,87,387","25,01,664",52.56
RELIANCE,EQ,08-Jun-23,"2,498.15","2,506.00","2,516.85","2,491.00","2,505.00","2,499.65","2,504.11","55,70,815","13,94,99,25,583.10","1,76,663","23,55,465",42.28
RELIANCE,EQ,09-Jun-23,"2,499.65","2,507.00","2,508.55","2,478.00","2,482.00","2,481.95","2,493.99","27,12,243","6,76,43,00,003.70","1,54,585","12,59,707",46.45
RELIANCE,EQ,12-Jun-23,"2,481.95","2,475.50","2,489.20","2,465.00","2,488.00","2,484.15","2,479.76","29,49,893","7,31,50,18,537.50","1,55,197","16,74,191",56.75
RELIANCE,EQ,13-Jun-23,"2,484.15","2,495.00","2,523.45","2,486.25","2,517.90","2,520.85","2,509.06","51,90,958","13,02,44,09,119.20","1,79,929","33,92,279",65.35
RELIANCE,EQ,14-Jun-23,"2,520.85","2,521.00","2,555.00","2,517.00","2,546.25","2,551.85","2,541.35","61,27,509","15,57,21,20,760.55","2,55,684","40,43,667",65.99
RELIANCE,EQ,15-Jun-23,"2,551.85","2,551.80","2,562.55","2,535.50","2,550.15","2,552.55","2,551.63","54,51,926","13,91,13,15,989.45","1,93,503","29,60,975",54.31
RELIANCE,EQ,16-Jun-23,"2,552.55","2,560.20","2,582.40","2,560.20","2,575.00","2,577.40","2,574.79","1,11,55,180","28,72,22,02,805.50","2,37,630","80,75,240",72.39
RELIANCE,EQ,19-Jun-23,"2,577.40","2,584.00","2,584.00","2,542.65","2,550.50","2,551.80","2,555.84","31,37,532","8,01,90,25,286.30","1,30,037","16,88,183",53.81
RELIANCE,EQ,20-Jun-23,"2,551.80","2,547.55","2,564.00","2,535.00","2,561.50","2,557.10","2,548.60","31,94,085","8,14,04,54,943.70","1,19,189","21,50,522",67.33
RELIANCE,EQ,21-Jun-23,"2,557.10","2,557.00","2,569.85","2,548.00","2,564.90","2,564.30","2,561.96","32,12,779","8,23,10,21,944.90","1,35,010","19,72,217",61.39
RELIANCE,EQ,22-Jun-23,"2,564.30","2,556.00","2,573.30","2,532.00","2,539.00","2,535.50","2,551.25","35,16,244","8,97,08,24,759.40","1,79,274","18,38,674",52.29
RELIANCE,EQ,23-Jun-23,"2,535.50","2,528.90","2,533.40","2,512.00","2,517.80","2,514.75","2,521.55","30,59,084","7,71,36,44,596.40","1,36,010","15,21,122",49.72
RELIANCE,EQ,26-Jun-23,"2,514.75","2,507.00","2,515.40","2,488.70","2,495.25","2,495.55","2,500.04","58,33,893","14,58,49,60,042.70","1,40,793","46,05,047",78.94
RELIANCE,EQ,27-Jun-23,"2,495.55","2,496.55","2,509.50","2,486.65","2,495.00","2,496.45","2,496.25","44,71,687","11,16,24,30,554.95","1,57,574","33,61,328",75.17
RELIANCE,EQ,28-Jun-23,"2,496.45","2,513.00","2,537.85","2,497.85","2,530.35","2,529.50","2,525.48","52,39,872","13,23,32,13,873.00","1,90,293","31,23,960",59.62
RELIANCE,EQ,30-Jun-23,"2,529.50","2,546.40","2,556.65","2,533.45","2,553.35","2,550.25","2,543.75","51,46,441","13,09,12,51,360.20","2,23,168","33,24,585",64.6
RELIANCE,EQ,03-Jul-23,"2,550.25","2,558.05","2,622.00","2,555.35","2,612.00","2,615.70","2,596.46","56,09,248","14,56,42,07,451.25","2,05,284","28,74,114",51.24
RELIANCE,EQ,04-Jul-23,"2,615.70","2,625.00","2,625.00","2,573.25","2,588.00","2,588.75","2,588.64","37,20,447","9,63,09,11,136.45","1,57,756","19,04,092",51.18
RELIANCE,EQ,05-Jul-23,"2,588.75","2,609.00","2,609.00","2,575.80","2,588.00","2,584.50","2,585.90","47,29,479","12,22,99,54,790.40","1,63,146","32,56,582",68.86
RELIANCE,EQ,06-Jul-23,"2,584.50","2,576.05","2,644.45","2,576.05","2,633.30","2,638.75","2,628.55","88,22,948","23,19,15,25,858.60","2,42,971","46,69,172",52.92
RELIANCE,EQ,07-Jul-23,"2,638.75","2,635.00","2,664.95","2,628.00","2,629.00","2,633.60","2,645.39","61,72,684","16,32,91,64,522.95","2,31,715","33,47,628",54.23
RELIANCE,EQ,10-Jul-23,"2,633.60","2,688.90","2,756.00","2,675.00","2,735.25","2,735.05","2,729.55","1,53,40,262","41,87,19,95,571.75","4,52,960","84,33,744",54.98
RELIANCE,EQ,11-Jul-23,"2,735.05","2,752.90","2,770.00","2,737.60","2,769.00","2,764.70","2,755.34","92,62,001","25,51,99,75,405.90","3,06,208","63,63,890",68.71
RELIANCE,EQ,12-Jul-23,"2,764.70","2,766.30","2,802.00","2,761.65","2,765.00","2,767.75","2,781.60","86,45,662","24,04,87,64,830.55","3,48,082","54,63,716",63.2
RELIANCE,EQ,13-Jul-23,"2,767.75","2,783.90","2,799.00","2,737.25","2,748.00","2,743.00","2,774.19","67,76,172","18,79,83,57,651.30","2,54,196","38,88,690",57.39
RELIANCE,EQ,14-Jul-23,"2,743.00","2,750.00","2,760.90","2,725.10","2,751.00","2,740.70","2,739.02","69,79,790","19,11,78,13,181.40","2,01,319","41,76,465",59.84
RELIANCE,EQ,17-Jul-23,"2,740.70","2,747.00","2,815.05","2,728.00","2,795.20","2,796.70","2,780.30","1,02,54,545","28,51,07,31,060.60","3,86,729","58,21,720",56.77
RELIANCE,EQ,18-Jul-23,"2,796.70","2,817.00","2,837.45","2,793.00","2,822.60","2,820.45","2,814.75","1,19,37,761","33,60,18,45,465.45","3,32,862","74,44,962",62.36
RELIANCE,EQ,19-Jul-23,"2,820.45","2,830.00","2,856.00","2,797.00","2,853.00","2,841.85","2,826.91","1,80,54,869","51,03,95,78,142.75","4,41,824","1,21,00,679",67.02
RELIANCE,EQ,20-Jul-23,"2,841.85","2,580.00","2,630.95","2,580.00","2,623.00","2,619.85","2,614.00","1,93,58,812","50,60,39,56,720.15","4,15,393","1,33,84,709",69.14
RELIANCE,EQ,21-Jul-23,"2,619.85","2,609.00","2,614.90","2,523.60","2,555.00","2,538.75","2,549.83","1,51,24,619","38,56,51,57,004.35","4,57,107","82,24,861",54.38
RELIANCE,EQ,24-Jul-23,"2,538.75","2,481.00","2,514.95","2,469.30","2,488.00","2,487.40","2,491.60","1,18,63,933","29,56,01,18,805.00","4,41,158","78,52,002",66.18
RELIANCE,EQ,25-Jul-23,"2,487.40","2,494.00","2,505.20","2,480.00","2,484.00","2,485.80","2,492.71","60,13,010","14,98,86,81,530.35","2,42,346","41,92,118",69.72
RELIANCE,EQ,26-Jul-23,"2,485.80","2,485.00","2,547.00","2,485.00","2,526.00","2,526.20","2,526.43","64,55,506","16,30,93,70,484.50","2,55,390","32,54,913",50.42
RELIANCE,EQ,27-Jul-23,"2,526.20","2,534.05","2,537.65","2,490.35","2,515.00","2,502.70","2,509.19","86,13,449","21,61,28,19,116.55","2,99,635","60,48,843",70.23
RELIANCE,EQ,28-Jul-23,"2,502.70","2,512.05","2,542.85","2,500.55","2,528.20","2,527.85","2,518.80","1,04,13,926","26,23,06,15,302.10","3,33,806","45,14,438",43.35
RELIANCE,EQ,31-Jul-23,"2,527.85","2,527.85","2,553.90","2,517.95","2,546.00","2,549.25","2,540.69","42,75,587","10,86,29,27,967.25","1,69,076","27,41,873",64.13
RELIANCE,EQ,01-Aug-23,"2,549.25","2,555.00","2,559.00","2,505.30","2,517.70","2,513.20","2,524.85","47,68,316","12,03,92,88,137.45","1,98,132","31,78,513",66.66
RELIANCE,EQ,02-Aug-23,"2,513.20","2,509.20","2,512.00","2,463.60","2,484.05","2,486.35","2,485.51","63,74,107","15,84,29,03,032.05","3,30,411","40,10,715",62.92
RELIANCE,EQ,03-Aug-23,"2,486.35","2,475.30","2,500.90","2,458.05","2,474.50","2,475.90","2,474.27","50,84,175","12,57,96,30,763.10","2,27,047","24,99,801",49.17
RELIANCE,EQ,04-Aug-23,"2,475.90","2,498.80","2,516.00","2,471.60","2,508.00","2,509.55","2,497.26","1,14,42,805","28,57,56,03,699.10","2,92,077","54,97,151",48.04
RELIANCE,EQ,07-Aug-23,"2,509.55","2,521.00","2,528.40","2,505.00","2,523.50","2,523.85","2,518.85","29,91,435","7,53,49,73,865.10","1,44,288","17,30,550",57.85
RELIANCE,EQ,08-Aug-23,"2,523.85","2,528.00","2,534.45","2,499.55","2,503.75","2,508.65","2,514.67","49,22,036","12,37,72,91,186.25","1,99,690","36,12,658",73.4
RELIANCE,EQ,09-Aug-23,"2,508.65","2,504.85","2,529.00","2,481.10","2,522.00","2,525.20","2,499.68","57,43,293","14,35,63,84,371.85","2,69,092","36,31,495",63.23
RELIANCE,EQ,10-Aug-23,"2,525.20","2,524.95","2,550.00","2,508.45","2,536.00","2,536.45","2,533.24","77,35,299","19,59,53,55,860.30","2,57,586","50,62,180",65.44
RELIANCE,EQ,11-Aug-23,"2,536.45","2,532.45","2,558.85","2,512.35","2,542.00","2,547.15","2,535.53","1,10,89,665","28,11,82,25,498.75","2,47,074","47,76,599",43.07
RELIANCE,EQ,14-Aug-23,"2,547.15","2,539.00","2,582.30","2,525.00","2,573.20","2,577.25","2,563.04","47,87,906","12,27,15,88,459.95","2,48,402","26,48,259",55.31
RELIANCE,EQ,16-Aug-23,"2,577.25","2,551.00","2,582.80","2,551.00","2,571.95","2,575.15","2,568.15","51,01,556","13,10,15,45,280.60","1,57,128","31,98,471",62.7
RELIANCE,EQ,17-Aug-23,"2,575.15","2,567.10","2,578.10","2,532.85","2,534.05","2,538.00","2,550.82","68,36,872","17,43,96,52,935.65","3,05,866","42,07,479",61.54
RELIANCE,EQ,18-Aug-23,"2,538.00","2,531.25","2,577.60","2,508.55","2,551.05","2,556.80","2,543.13","93,19,989","23,70,19,83,763.10","2,93,106","36,43,586",39.09
RELIANCE,EQ,21-Aug-23,"2,556.80","2,539.95","2,555.45","2,515.65","2,519.50","2,520.00","2,528.76","46,10,873","11,65,97,93,136.25","1,86,604","24,28,001",52.66
RELIANCE,EQ,22-Aug-23,"2,520.00","2,516.90","2,537.95","2,499.00","2,523.00","2,519.40","2,522.49","38,56,522","9,72,80,35,039.30","2,34,127","19,47,489",50.5
RELIANCE,EQ,23-Aug-23,"2,519.40","2,524.20","2,542.85","2,516.95","2,518.20","2,522.20","2,528.38","47,58,976","12,03,25,00,977.45","1,86,890","19,94,368",41.91
RELIANCE,EQ,24-Aug-23,"2,522.20","2,539.90","2,539.90","2,471.00","2,475.80","2,479.80","2,505.26","70,70,010","17,71,22,28,152.35","2,77,360","35,81,724",50.66
RELIANCE,EQ,25-Aug-23,"2,479.80","2,456.00","2,505.00","2,442.60","2,461.90","2,468.35","2,475.31","1,11,11,200","27,50,36,65,768.50","3,09,987","48,89,628",44.01
RELIANCE,EQ,28-Aug-23,"2,468.35","2,472.00","2,484.00","2,431.10","2,436.95","2,443.75","2,465.38","62,90,413","15,50,82,40,986.20","2,48,985","26,19,323",41.64
RELIANCE,EQ,29-Aug-23,"2,443.75","2,452.05","2,453.45","2,408.15","2,422.00","2,420.35","2,425.23","84,38,322","20,46,48,39,388.10","3,19,838","49,78,720",59
RELIANCE,EQ,30-Aug-23,"2,420.35","2,432.00","2,443.00","2,415.00","2,419.40","2,418.05","2,426.59","60,84,473","14,76,45,44,103.55","2,20,096","35,22,177",57.89
RELIANCE,EQ,31-Aug-23,"2,418.05","2,423.00","2,425.00","2,399.90","2,408.00","2,407.00","2,410.24","1,08,19,300","26,07,70,96,813.90","2,63,614","71,36,660",65.96
RELIANCE,EQ,01-Sep-23,"2,407.00","2,406.55","2,425.65","2,401.65","2,411.40","2,412.65","2,413.40","90,56,421","21,85,67,99,694.25","2,85,753","25,15,754",27.78
RELIANCE,EQ,04-Sep-23,"2,412.65","2,412.65","2,423.65","2,405.30","2,411.05","2,410.70","2,413.56","46,73,813","11,28,05,12,429.60","1,67,154","30,08,596",64.37
RELIANCE,EQ,05-Sep-23,"2,410.70","2,420.00","2,433.95","2,412.45","2,426.00","2,423.60","2,423.22","43,37,938","10,51,17,62,468.35","1,60,296","23,71,462",54.67
RELIANCE,EQ,06-Sep-23,"2,423.60","2,421.10","2,436.15","2,417.25","2,426.35","2,428.70","2,427.46","41,00,185","9,95,30,29,723.50","1,68,907","24,93,776",60.82
RELIANCE,EQ,07-Sep-23,"2,428.70","2,421.70","2,438.25","2,411.00","2,431.00","2,432.00","2,424.86","68,26,286","16,55,27,69,825.75","1,76,371","23,66,188",34.66
RELIANCE,EQ,08-Sep-23,"2,432.00","2,440.00","2,456.00","2,422.95","2,451.00","2,448.20","2,435.83","1,15,54,644","28,14,51,73,638.30","2,03,161","49,39,162",42.75
